"product_id";"brand_name";"product_name";"SKU";"SRP";"gross_weight";"net_weight";"recyclable_package";"low_fat";"units_per_case";"cases_per_pallet";"shelf_width";"shelf_height";"shelf_depth"
475;"Quick";"Quick Extra Lean Hamburger";1341357907;2.61;20.9;17.8;1;0;6;9;14.9;5.75;7.85
476;"Quick";"Quick Seasoned Hamburger";806043343;3.64;15.6;14.6;1;0;22;12;12.1;11.2;13.8
477;"Dollar";"Dollar Monthly Sports Magazine";1791045987;0.86;19.1;18.1;1;0;7;12;20.4;15.0;14.6
478;"Dollar";"Dollar Monthly Auto Magazine";558268760;2.91;10.8;8.8;0;0;6;13;19.2;12.2;12.2
479;"Dollar";"Dollar Monthly Computer Magazine";-1775798121;2.15;16.4;14.3;1;0;14;13;4.95;8.2;15.5
480;"Dollar";"Dollar Monthly Home Magazine";-1278744363;1.69;13.2;12.1;0;0;13;13;9.06;13.5;16.5
481;"Dollar";"Dollar Monthly Fashion Magazine";1652554262;2.85;14.1;12.1;1;0;33;12;5.31;5.9;6.13
482;"Tell Tale";"Tell Tale Summer Squash";-1169461505;0.73;18.7;16.7;0;1;25;14;6.92;6.21;19.6
483;"Tell Tale";"Tell Tale Corn on the Cob";-797799631;1.94;13.0;10.0;1;0;3;10;20.8;21.6;5.86
484;"Tell Tale";"Tell Tale Asparagus";-22310764;3.64;8.35;6.35;0;1;4;12;7.56;4.92;14.2
485;"Tell Tale";"Tell Tale Sweet Peas";-348111551;2.19;14.5;12.5;0;1;23;11;19.6;21.1;21.6
486;"Tell Tale";"Tell Tale New Potatos";-270085347;1.14;14.8;12.8;1;1;18;14;13.3;12.5;8.47
487;"Tell Tale";"Tell Tale Beets";-1293348796;2.6;9.09;6.09;0;1;5;7;18.5;20.3;19.5
488;"Tell Tale";"Tell Tale Prepared Salad";-2107098470;2.59;9.77;7.77;1;1;20;10;14.4;8.41;16.1
489;"Tell Tale";"Tell Tale Onions";2140503147;2.41;16.4;13.3;1;1;12;12;8.95;10.2;8.48
490;"Tell Tale";"Tell Tale Green Pepper";1279546595;1.65;13.4;11.3;0;1;24;6;7.33;13.6;21.2
491;"Tell Tale";"Tell Tale Shitake Mushrooms";-1332955395;3.51;19.6;18.6;1;0;14;13;20.7;12.1;13.7
492;"Tell Tale";"Tell Tale Lettuce";-1868269959;1.77;20.3;19.2;0;0;12;11;15.5;6.91;20.3
493;"Tell Tale";"Tell Tale Elephant Garlic";-883267316;2.64;7.43;5.42;1;0;23;9;11.1;21.8;3.83
494;"Tell Tale";"Tell Tale Red Pepper";-2116044542;1.93;9.02;6.02;1;0;27;12;11.7;12.2;15.2
495;"Tell Tale";"Tell Tale Garlic";-155144128;1.17;9.22;6.22;1;0;8;8;7.01;19.2;19.4
496;"Tell Tale";"Tell Tale Potatos";2015270064;0.84;11.2;10.1;0;0;31;11;9.79;6.34;20.6
497;"Tell Tale";"Tell Tale Cauliflower";1605347383;1.87;14.7;13.6;1;0;10;9;7.83;6.85;8.93
498;"Tell Tale";"Tell Tale Tomatos";-1216668384;2.55;11.9;10.8;1;1;28;12;4.0;3.58;21.7
499;"Tell Tale";"Tell Tale Mushrooms";822854363;2.96;13.9;11.8;1;0;28;12;16.8;5.12;20.4
500;"Tell Tale";"Tell Tale Baby Onion";1598343230;2.66;17.0;14.0;0;1;11;12;22.6;14.4;21.4
501;"Tell Tale";"Tell Tale Dried Mushrooms";1272542442;1.45;17.1;15.1;1;1;13;10;3.23;20.0;16.1
502;"Tell Tale";"Tell Tale Fresh Lima Beans";1156255431;3.17;20.1;18.1;1;0;24;12;10.6;9.42;12.0
503;"Tell Tale";"Tell Tale Squash";132991981;1.86;21.2;20.2;0;1;31;7;19.8;13.1;11.1
504;"Tell Tale";"Tell Tale Limes";1186915957;1.84;13.6;11.6;1;1;28;10;14.7;7.32;20.3
505;"Tell Tale";"Tell Tale Firm Tofu";-533810155;1.67;18.1;16.1;0;0;30;7;17.5;19.0;18.3
506;"Tell Tale";"Tell Tale Almonds";2055631590;3.68;11.5;8.5;1;0;3;8;15.2;6.59;12.2
507;"Tell Tale";"Tell Tale Macintosh Apples";1310803248;2.53;20.4;18.3;1;0;14;9;22.3;3.04;13.8
508;"Tell Tale";"Tell Tale Golden Delcious Apples";975301461;3.79;13.9;11.8;1;1;22;11;20.2;19.5;22.8
509;"Tell Tale";"Tell Tale Red Delcious Apples";-466989543;1.9;20.9;18.8;1;0;8;14;9.46;12.5;14.8
510;"Tell Tale";"Tell Tale Lemons";727526878;0.61;9.33;7.32;1;0;27;7;3.69;20.9;15.4
511;"Tell Tale";"Tell Tale Fancy Plums";-1606540004;0.68;21.0;19.0;0;1;31;6;3.31;22.0;16.1
512;"Tell Tale";"Tell Tale Plums";758187404;2.74;9.85;7.85;0;0;10;7;19.7;7.08;6.5
513;"Tell Tale";"Tell Tale Peaches";153951507;0.58;11.0;10.0;1;0;31;13;6.16;17.4;20.5
514;"Tell Tale";"Tell Tale Broccoli";1626903036;1.81;20.9;17.8;1;1;35;11;6.63;8.38;9.31
515;"Tell Tale";"Tell Tale Mandarin Oranges";1998564911;1.91;20.7;19.7;0;1;17;9;7.86;19.7;13.7
516;"Tell Tale";"Tell Tale Mixed Nuts";-1520913518;1.85;21.8;19.7;1;0;6;13;6.94;9.01;15.2
517;"Tell Tale";"Tell Tale Canned Peanuts";-178853434;3.4;7.87;6.86;0;0;26;5;11.6;9.5;3.9
518;"Tell Tale";"Tell Tale Sweet Onion";-100827229;1.36;13.5;11.5;0;1;19;7;12.6;16.8;8.99
519;"Tell Tale";"Tell Tale Cantelope";-1124090679;3.82;17.1;15.1;1;0;10;11;10.5;8.46;22.2
520;"Tell Tale";"Tell Tale Honey Dew";-264479919;2.8;7.28;6.28;1;0;21;8;13.8;12.5;17.2
521;"Tell Tale";"Tell Tale Fuji Apples";-1985206031;3.63;8.48;6.47;1;0;17;7;20.9;18.4;11.2
522;"Tell Tale";"Tell Tale Walnuts";798548930;1.63;15.6;13.6;1;1;6;7;7.04;15.8;10.9
523;"Tell Tale";"Tell Tale Oranges";-140592628;1.72;11.3;9.3;0;1;27;12;7.76;10.2;21.6
524;"Tell Tale";"Tell Tale Tangerines";1945699671;1.74;13.8;11.8;0;0;16;13;4.57;13.0;22.6
525;"Tell Tale";"Tell Tale Party Nuts";309095452;2.85;11.3;9.3;0;1;30;14;12.8;11.9;7.77
526;"Kiwi";"Kiwi Lox";-1683114550;2.25;18.4;16.3;1;1;31;5;20.7;18.3;17.4
527;"Kiwi";"Kiwi Scallops";277785865;2.38;11.9;8.89;0;0;15;13;8.75;9.24;3.87
528;"Fast";"Fast Low Fat Cookies";-1846767240;0.96;6.59;4.59;1;1;8;13;16.0;9.16;7.4
529;"Fast";"Fast BBQ Potato Chips";2038277376;2.19;17.7;15.7;0;1;9;9;14.5;6.88;8.27
530;"Fast";"Fast Corn Chips";-783738391;3.76;9.41;6.4;1;0;24;11;3.38;7.67;22.7
531;"Fast";"Fast Low Fat BBQ Chips";-412076517;0.6;16.9;14.8;0;1;21;8;3.6;5.14;19.8
532;"Fast";"Fast Sugar Cookies";363412350;3.87;21.7;18.7;1;0;15;14;16.8;9.92;20.6
533;"Fast";"Fast Chocolate Chip Cookies";37611563;2.42;20.1;17.1;0;0;12;10;9.95;20.0;15.4
534;"Fast";"Fast Fudge Cookies";115637767;3.38;12.6;10.6;0;1;26;5;4.69;5.39;9.71
535;"Fast";"Fast Fudge Brownies";302250099;2.84;7.92;6.92;1;1;4;12;21.5;3.1;15.5
536;"Fast";"Fast Potato Chips";1356174075;1.82;21.8;20.7;1;0;20;10;3.81;13.2;3.1
537;"Fast";"Fast Lemon Cookies";-364552037;2.65;20.7;18.7;1;0;3;11;19.3;8.98;22.8
538;"Fast";"Fast Graham Crackers";-2070077589;0.93;20.9;18.8;1;1;13;6;4.29;12.6;14.5
539;"Fast";"Fast Cheese Crackers";1480061366;3.74;8.42;6.42;1;0;21;14;4.0;13.2;17.8
540;"Fast";"Fast Buttered Popcorn";-728613631;0.51;12.3;11.3;1;1;26;14;14.5;13.7;8.48
541;"Fast";"Fast No Salt Popcorn";1929749445;1.88;13.0;10.0;1;0;13;9;21.4;20.7;17.6
542;"Fast";"Fast Low Fat Popcorn";696972219;1.51;6.84;3.84;0;1;35;12;3.07;5.03;16.4
543;"Fast";"Fast Salsa Dip";984512200;1.64;8.05;6.05;0;0;30;6;10.0;22.0;15.4
544;"Fast";"Fast Avocado Dip";-226113246;2.95;16.1;14.1;1;0;12;9;20.7;21.7;9.83
545;"Fast";"Fast Salted Pretzels";1037324507;1.45;19.1;16.1;1;1;35;8;18.2;5.58;3.27
546;"Fast";"Fast Cheese Dip";-1784691260;2.78;14.7;12.6;0;0;30;9;20.6;4.52;6.4
547;"Fast";"Fast Fondue Mix";1208577477;2.31;9.02;7.02;1;0;15;10;14.5;19.9;12.5
548;"Fast";"Fast Mini Donuts";1984066344;2.9;8.39;5.39;1;1;34;13;22.5;15.7;14.6
549;"Fast";"Fast Beef Jerky";1658265556;1.68;10.5;9.5;1;0;34;10;13.3;19.4;8.37
550;"Fast";"Fast Chocolate Donuts";-885315102;2.4;10.7;8.69;0;0;30;13;7.09;10.8;15.1
551;"Fast";"Fast Low Fat Chips";-1908578552;3.21;7.87;5.86;1;0;6;12;13.5;10.9;20.4
552;"Fast";"Fast Sesame Crackers";1572639071;0.55;18.6;16.6;1;1;25;11;10.9;9.83;18.8
553;"Fast";"Fast Frosted Cookies";1519773831;1.91;7.41;5.4;0;0;24;11;17.3;20.4;11.7
554;"Fast";"Fast Dried Apples";1681921929;3.14;13.1;12.1;1;0;34;6;17.3;14.4;6.85
555;"Fast";"Fast Apple Fruit Roll";-930580061;2.88;19.3;18.2;1;0;18;14;10.6;12.9;19.2
556;"Fast";"Fast Strawberry Fruit Roll";1155712237;3.25;11.3;8.3;1;0;24;10;3.95;17.1;3.67
557;"Fast";"Fast Raspberry Fruit Roll";-480891982;1.36;18.4;15.3;0;0;18;10;20.8;4.53;20.8
558;"Fast";"Fast Grape Fruit Roll";-1713669208;0.8;15.0;13.0;0;1;21;13;16.0;6.79;8.77
559;"Fast";"Fast Dried Dates";-1620442443;3.78;19.9;17.8;0;1;20;7;20.7;17.3;6.64
560;"Fast";"Fast Raisins";744284964;1.2;15.0;12.0;0;1;5;12;6.55;7.06;5.45
561;"Fast";"Fast Golden Raisins";2007722717;0.77;15.7;13.6;1;1;9;9;12.4;20.7;4.61
562;"Fast";"Fast Dried Apricots";-814293050;0.59;17.8;15.7;0;0;21;10;13.8;5.58;20.8
563;"Fast";"Fast Frosted Donuts";-1202063950;1.68;19.9;18.8;0;1;31;9;6.76;7.11;19.5
564;"Atomic";"Atomic Tasty Candy Bar";1441098566;0.66;17.9;15.8;1;1;9;13;7.18;8.35;17.0
565;"Atomic";"Atomic Mint Chocolate Bar";-752375871;0.9;10.9;9.89;1;0;9;11;12.9;22.5;13.6
566;"Atomic";"Atomic Malted Milk Balls";999010767;1.78;13.9;10.8;0;0;20;13;20.3;11.9;9.61
567;"Atomic";"Atomic Semi-Sweet Chocolate Bar";-24252683;2.35;15.9;13.8;1;1;35;13;4.46;5.77;13.2
568;"Atomic";"Atomic Bubble Gum";-838002356;3.33;11.2;8.19;0;1;18;13;11.5;6.82;11.6
569;"Atomic";"Atomic Spicy Mints";1736238828;3.16;7.79;5.78;1;1;33;13;16.9;3.52;17.0
570;"Atomic";"Atomic Mints";1898386925;2.16;17.5;15.5;0;1;32;9;19.6;21.1;5.86
571;"Atomic";"Atomic White Chocolate Bar";690073933;1.25;10.4;8.39;0;0;31;8;6.66;17.6;7.45
572;"Shady Lake";"Shady Lake Ravioli";154759368;2.51;8.94;5.93;0;0;11;9;9.85;22.2;19.8
573;"Shady Lake";"Shady Lake Manicotti";1139762012;3.39;19.7;18.7;1;1;9;10;4.48;3.23;15.8
574;"Shady Lake";"Shady Lake Spaghetti";-93015215;2.67;19.0;17.0;1;0;29;11;13.4;3.46;12.9
575;"Shady Lake";"Shady Lake Thai Rice";211551;2.81;11.0;8.0;1;1;26;7;7.64;16.5;9.69
576;"Shady Lake";"Shady Lake Rice Medly";-1930028338;0.7;18.6;16.6;1;1;11;12;16.2;8.5;9.2
577;"Walrus";"Walrus Imported Beer";-666590585;2.62;6.11;3.11;1;0;31;9;15.8;20.1;17.5
578;"Walrus";"Walrus Light Wine";806360944;2.29;9.38;8.38;1;0;9;8;10.5;21.4;6.5
579;"Walrus";"Walrus Chardonnay Wine";1178022818;0.83;15.7;13.6;0;0;35;9;22.5;19.6;19.5
580;"Walrus";"Walrus Chablis Wine";-273969185;2.41;19.9;17.8;0;0;29;6;21.4;16.6;18.2
581;"Walrus";"Walrus Merlot Wine";-599769973;2.84;19.4;17.3;1;0;6;14;10.8;9.99;3.24
582;"Walrus";"Walrus Chardonnay";-716056984;3.8;9.9;6.89;1;0;32;6;22.7;8.21;16.2
583;"Walrus";"Walrus White Zinfandel Wine";-1739320434;1.61;19.4;17.3;1;0;18;7;11.9;3.33;13.2
584;"Walrus";"Walrus Light Beer";1741897189;2.59;17.6;15.6;0;0;31;6;21.3;16.5;18.8
585;"Colony";"Colony Pumpernickel Bread";21171077;2.18;8.08;5.07;0;1;21;7;13.3;14.7;11.8
586;"Colony";"Colony White Bread";183319174;1.42;18.9;16.8;1;0;2;8;17.8;21.3;10.3
587;"Colony";"Colony Rye Bread";1865784480;3.27;7.71;5.71;0;0;18;6;4.43;20.8;18.2
588;"Colony";"Colony English Muffins";1330469916;1.54;7.55;5.55;0;0;35;8;14.4;4.41;15.1
589;"Colony";"Colony Cranberry Muffins";-311633864;2.65;16.4;15.3;1;0;35;12;18.1;11.7;12.1
590;"Colony";"Colony Muffins";-1544411091;1.93;6.14;3.13;0;0;33;8;19.2;19.0;17.2
591;"Colony";"Colony Bagels";-1451184325;1.17;8.72;6.72;0;1;13;8;12.9;15.0;20.8
592;"Colony";"Colony Blueberry Muffins";913543082;2.48;12.7;11.6;1;0;30;6;3.16;17.8;21.4
593;"Colony";"Colony Wheat Bread";-2117986462;1.87;12.0;10.0;1;0;26;13;22.1;12.4;16.0
594;"Landslide";"Landslide Sesame Oil";-645034932;0.58;7.27;4.26;1;0;4;10;9.48;22.4;9.45
595;"Landslide";"Landslide Chunky Peanut Butter";-273373058;1.42;7.95;4.94;1;0;31;10;15.5;4.96;3.61
596;"Landslide";"Landslide Hot Chocolate";502115809;0.64;10.4;8.39;0;1;28;13;21.4;13.2;9.7
597;"Landslide";"Landslide Brown Sugar";176315021;2.8;19.3;16.2;1;1;19;12;20.3;8.61;21.1
598;"Landslide";"Landslide White Sugar";1168268885;1.52;10.3;9.3;1;0;25;8;8.2;14.9;10.8
599;"Landslide";"Landslide French Roast Coffee";145005435;2.32;9.79;7.78;1;0;21;9;5.55;9.6;10.4
600;"Landslide";"Landslide Decaf Coffee";-668744239;2.31;18.9;16.8;1;0;3;9;11.1;5.79;12.5
601;"Landslide";"Landslide Regular Coffee";-716109918;2.13;14.9;12.8;0;0;9;9;9.02;8.84;3.85
602;"Landslide";"Landslide Vegetable Oil";2067645043;2.14;15.9;13.8;1;0;3;7;12.1;20.0;18.5
603;"Landslide";"Landslide Corn Oil";-544856947;1.23;16.5;14.5;1;1;19;10;8.1;8.11;15.2
604;"Landslide";"Landslide Tomato Sauce";-1080171512;1.25;9.48;6.47;0;0;27;10;6.6;5.74;16.7
605;"Landslide";"Landslide Canola Oil";-95168868;2.36;21.2;20.2;1;0;31;10;15.9;3.49;4.93
606;"Landslide";"Landslide Grape Preserves";-1327946094;2.65;11.3;9.3;0;0;20;9;9.31;21.9;17.3
607;"Landslide";"Landslide Columbian Coffee";-1994152104;2.78;13.3;10.3;0;0;26;9;13.1;22.4;8.62
608;"Landslide";"Landslide Strawberry Jelly";-1497098345;0.68;10.2;8.19;1;0;25;13;15.8;16.6;9.61
609;"Landslide";"Landslide Pepper";-233660593;2.59;11.3;9.3;0;1;2;14;4.08;15.8;13.6
610;"Landslide";"Landslide Low Fat Apple Butter";1239290936;2.27;7.14;5.13;1;1;24;6;13.0;15.8;11.8
611;"Landslide";"Landslide Salt";1610952811;0.82;15.1;13.1;1;0;30;6;15.6;18.8;13.7
612;"Landslide";"Landslide Apple Butter";-1908525618;2.38;11.6;10.6;1;0;12;7;22.7;20.1;11.5
613;"Landslide";"Landslide Oregano";2060640890;1.82;21.1;20.1;1;0;20;7;10.8;19.9;13.0
614;"Landslide";"Landslide Apple Jelly";2138667095;3.78;16.7;14.7;1;0;24;13;21.7;8.79;21.2
615;"Landslide";"Landslide Grape Jam";952673279;1.35;18.4;16.3;0;1;34;6;10.3;15.8;5.11
616;"Landslide";"Landslide Apple Jam";138923606;1.33;21.9;19.8;1;1;13;11;18.8;8.57;20.9
617;"Landslide";"Landslide Strawberry Jam";91557927;1.16;13.9;10.8;1;1;30;9;21.2;22.7;7.78
618;"Landslide";"Landslide Creamy Peanut Butter";-1419654408;1.4;7.28;6.28;1;1;21;7;17.2;21.1;12.1
619;"Landslide";"Landslide Strawberry Preserves";262810898;2.25;6.14;5.13;0;0;3;8;14.0;19.1;16.8
620;"Landslide";"Landslide Extra Chunky Peanut Butter";-272503667;0.73;7.8;5.8;1;0;36;12;13.3;7.3;3.26
621;"Landslide";"Landslide Apple Preserves";712498977;1.39;9.36;7.35;1;0;22;13;4.69;7.69;12.1
622;"Landslide";"Landslide Grape Jelly";-520278250;0.81;6.38;3.38;1;1;28;5;22.3;15.5;4.95
623;"Token";"Token Berry Juice";1440622165;1.8;8.04;7.03;1;0;2;5;11.7;18.1;8.82
624;"Token";"Token Mango Drink";-489617724;2.46;20.4;18.3;1;1;16;12;11.5;8.99;14.9
625;"Token";"Token Strawberry Drink";-1853286395;1.61;13.8;10.8;1;0;18;6;10.9;16.5;3.9
626;"Token";"Token Cream Soda";-380334866;1.29;6.73;4.73;0;0;9;14;9.79;12.0;15.3
627;"Token";"Token Diet Soda";-8672992;1.7;7.64;4.63;1;0;31;13;14.4;14.2;10.1
628;"Token";"Token Cola";766815875;1.4;16.4;14.3;1;0;12;13;16.5;11.5;17.3
629;"Token";"Token Diet Cola";441015088;0.55;10.0;8.0;0;0;10;12;22.7;4.44;14.3
630;"Token";"Token Orange Juice";519041293;2.8;11.0;10.0;1;0;33;11;7.34;6.72;9.09
631;"Token";"Token Cranberry Juice";-698535373;0.78;19.7;17.7;1;0;7;8;9.47;3.99;16.3
632;"Token";"Token Apple Juice";355388602;0.83;20.6;18.6;0;0;1;11;14.0;6.27;11.0
633;"Token";"Token Apple Drink";-1365337510;0.74;15.6;13.6;1;0;33;10;20.2;19.3;7.55
634;"Radius";"Radius Oatmeal";464671460;2.53;13.1;10.1;1;1;12;9;18.8;21.6;5.2
635;"Radius";"Radius Corn Puffs";-280156881;1.38;7.92;5.92;0;1;34;8;15.0;22.6;16.2
636;"Radius";"Radius Wheat Puffs";1611822202;2.64;12.2;9.19;0;1;19;8;10.2;15.4;11.7
637;"Radius";"Radius Grits";169531199;0.86;8.4;7.39;0;1;2;13;12.0;13.2;22.3
638;"Bravo";"Bravo Canned Beets";1364047619;3.15;6.8;5.8;1;0;22;9;16.5;20.0;19.7
639;"Bravo";"Bravo Creamed Corn";-970019262;3.28;16.2;14.2;0;0;18;14;4.16;13.2;16.1
640;"Bravo";"Bravo Canned String Beans";1394708145;2.59;9.63;7.63;0;1;20;8;3.52;20.8;5.09
641;"Bravo";"Bravo Chicken Soup";790472248;3.98;18.5;15.5;1;1;11;7;22.3;16.2;16.5
642;"Bravo";"Bravo Canned Yams";-2031543519;1.66;7.39;6.38;1;1;21;7;17.1;21.2;11.9
643;"Bravo";"Bravo Vegetable Soup";1875652877;1.84;9.0;6.0;0;0;19;7;7.64;17.2;5.81
644;"Bravo";"Bravo Canned Tomatos";-1643825552;0.87;13.4;11.3;0;0;32;10;20.5;3.37;21.3
645;"Bravo";"Bravo Noodle Soup";-1969626340;3.32;6.41;5.4;0;0;8;5;5.97;19.8;7.91
646;"Bravo";"Bravo Regular Ramen Soup";-2085913351;1.28;6.18;4.17;1;0;1;10;17.2;5.63;9.86
647;"Bravo";"Bravo Chicken Noodle Soup";1185790495;2.74;17.7;15.7;1;0;23;14;15.1;17.5;21.0
648;"Bravo";"Bravo Turkey Noodle Soup";-2055252825;2.72;12.5;11.5;1;0;5;11;21.3;4.13;14.5
649;"Bravo";"Bravo Beef Soup";518988359;2.55;17.2;14.2;0;1;15;14;8.85;8.08;17.4
650;"Bravo";"Bravo Canned Peas";-1186537192;1.55;17.5;15.5;1;1;17;6;21.1;8.36;4.22
651;"Bravo";"Bravo Chicken Ramen Soup";-1731552757;0.8;15.0;13.0;0;1;19;14;11.0;7.36;4.38
652;"Bravo";"Bravo Canned Tuna in Water";160426326;1.67;10.7;9.69;1;0;23;14;20.2;16.2;17.6
653;"Bravo";"Bravo Canned Tuna in Oil";-1281864678;2.78;9.71;7.71;1;1;28;13;15.7;11.9;17.3
654;"Bravo";"Bravo Large Canned Shrimp";-87348257;2.17;10.8;7.8;0;0;29;7;13.8;16.7;3.85
655;"Bravo";"Bravo Fancy Canned Anchovies";1873552157;2.31;8.33;5.32;0;1;5;11;15.0;8.05;8.9
656;"Bravo";"Bravo Fancy Canned Clams";-56687731;3.85;20.4;17.3;1;0;16;6;8.12;13.6;6.99
657;"Bravo";"Bravo Fancy Canned Oysters";-660923628;2.12;19.8;18.7;0;1;2;6;6.03;14.9;11.5
658;"Bravo";"Bravo Fancy Canned Sardines";812027901;2.68;6.44;5.44;1;0;28;5;9.18;9.84;12.6
659;"Bravo";"Bravo Rice Soup";1378002992;3.21;15.8;14.8;1;1;1;10;18.6;11.8;19.1
660;"Applause";"Applause Canned Mixed Fruit";936073993;2.8;6.96;3.96;1;1;2;7;5.24;15.9;3.76
661;"Applause";"Applause Canned Peaches";610273205;2.34;19.0;17.0;0;0;20;6;9.29;20.4;14.3
662;"Prelude";"Prelude Rosy Sunglasses";688299410;2.3;21.5;19.5;1;0;29;9;14.2;4.22;5.44
663;"Akron";"Akron Eyeglass Screwdriver";-529277256;1.76;11.4;10.3;1;0;19;11;15.8;4.7;18.4
664;"Akron";"Akron City Map";524646720;1.74;8.24;6.23;0;0;18;12;19.9;10.0;19.4
665;"Gorilla";"Gorilla Low Fat Cottage Cheese";-1196079392;1.57;8.79;6.78;0;0;21;8;20.3;17.8;19.3
666;"Gorilla";"Gorilla Low Fat Sour Cream";1393362353;0.89;14.5;12.5;0;1;19;7;10.1;17.4;16.9
667;"Gorilla";"Gorilla Sour Cream";648534012;2.66;21.2;20.2;1;0;5;11;15.8;7.02;16.7
668;"Gorilla";"Gorilla Jack Cheese";-1560140986;3.93;21.9;18.8;1;0;27;14;19.8;11.7;5.87
669;"Gorilla";"Gorilla Muenster Cheese";338789316;1.8;19.4;18.3;1;1;3;8;11.5;15.3;18.4
670;"Gorilla";"Gorilla String Cheese";-893987910;1.79;18.2;15.2;1;1;14;6;8.36;13.2;3.16
671;"Gorilla";"Gorilla Low Fat String Cheese";-800761145;2.93;20.8;19.7;1;1;29;7;11.6;17.0;19.2
672;"Gorilla";"Gorilla Havarti Cheese";1563966262;3.34;13.3;10.3;1;1;20;8;16.5;16.8;10.9
673;"Gorilla";"Gorilla Head Cheese";-1467563281;2.74;18.2;17.2;0;0;13;7;11.6;19.6;16.3
674;"Gorilla";"Gorilla Cheese Spread";5388248;3.18;21.1;20.1;1;1;30;9;10.0;7.9;4.79
675;"Gorilla";"Gorilla Sharp Cheddar Cheese";-1490623527;3.59;13.1;10.1;1;1;24;13;22.6;16.5;9.17
676;"Gorilla";"Gorilla Mild Cheddar Cheese";-715134660;3.29;8.86;6.85;1;1;5;10;22.0;8.7;14.9
677;"Gorilla";"Gorilla Large Curd Cottage Cheese";-1040935447;2.96;8.58;6.57;1;0;16;5;10.1;14.2;7.27
678;"Gorilla";"Gorilla 2% Milk";-48981584;3.69;14.3;13.3;1;0;3;14;21.1;7.13;14.8
679;"Gorilla";"Gorilla Buttermilk";-1072245034;1.49;20.3;17.2;1;0;31;12;9.6;6.43;13.0
680;"Gorilla";"Gorilla Chocolate Milk";-1885994707;1.47;13.4;10.3;1;0;3;12;15.2;22.6;15.1
681;"Gorilla";"Gorilla 1% Milk";688246477;2.3;9.43;8.43;1;0;20;11;13.0;5.66;6.42
682;"Gorilla";"Gorilla Whole Milk";850394574;0.61;10.4;7.39;1;0;14;9;16.2;16.8;21.1
683;"Gorilla";"Gorilla Strawberry Yogurt";-1762107416;2.16;8.58;5.57;1;0;20;9;7.16;21.1;6.7
684;"Gorilla";"Gorilla Blueberry Yogurt";324184883;0.68;9.71;7.71;1;1;18;12;16.7;7.13;13.1
685;"Cutting Edge";"Cutting Edge Chicken Hot Dogs";-1312419337;1.53;18.2;17.2;0;1;9;7;20.1;15.7;4.84
686;"Cutting Edge";"Cutting Edge Pimento Loaf";1749770733;1.82;12.5;9.5;1;0;34;10;4.1;5.65;8.5
687;"Cutting Edge";"Cutting Edge Beef Bologna";1083564724;0.97;7.67;4.67;0;0;35;13;3.52;7.82;4.38
688;"Cutting Edge";"Cutting Edge Low Fat Bologna";-846675165;2.37;12.9;11.8;0;1;13;9;22.3;18.4;19.6
689;"Cutting Edge";"Cutting Edge Turkey Hot Dogs";222449372;1.76;21.9;19.8;1;0;7;12;8.13;12.6;16.2
690;"Cutting Edge";"Cutting Edge Foot-Long Hot Dogs";1889714117;1.44;6.68;5.67;0;1;34;8;22.4;20.7;17.8
691;"Cutting Edge";"Cutting Edge Low Fat Cole Slaw";393702342;2.85;9.66;6.65;0;0;34;14;19.7;15.7;16.3
692;"Cutting Edge";"Cutting Edge Cole Slaw";-1258102438;1.55;6.19;4.19;1;1;23;9;6.78;16.9;14.1
693;"Cutting Edge";"Cutting Edge Roasted Chicken";843390421;1.99;15.6;14.6;0;1;25;6;14.9;16.7;15.5
694;"Cutting Edge";"Cutting Edge Corned Beef";-1700190237;2.95;11.2;9.19;0;1;29;11;5.75;5.61;3.81
695;"Cutting Edge";"Cutting Edge Sliced Turkey";1571513609;3.52;12.9;9.89;1;1;3;13;14.3;12.6;7.68
696;"Cutting Edge";"Cutting Edge Sliced Ham";-2133014363;0.72;19.6;17.6;1;1;24;9;20.0;22.2;7.48
697;"Cutting Edge";"Cutting Edge Potato Salad";441226821;1.33;8.47;7.47;1;1;35;8;5.31;19.5;10.3
698;"Cutting Edge";"Cutting Edge Sliced Chicken";603374919;2.33;6.86;4.86;1;1;28;9;21.0;18.6;12.6
699;"Jumbo";"Jumbo Small Brown Eggs";-2009127071;1.42;21.7;19.7;0;1;4;7;17.8;16.6;17.3
700;"Jumbo";"Jumbo Large Brown Eggs";1944838876;2.68;7.38;5.38;1;0;2;11;17.1;4.83;3.73
701;"Jumbo";"Jumbo Small Eggs";-1559438992;0.75;8.94;6.93;0;0;23;11;8.51;5.22;12.6
702;"Jumbo";"Jumbo Large Eggs";1502751078;3.84;21.9;18.8;0;1;29;13;6.16;13.0;5.41
703;"Jumbo";"Jumbo Egg Substitute";1790291059;2.97;7.62;5.61;1;0;3;13;15.5;15.6;9.28
704;"Imagine";"Imagine Low Fat Waffles";579665613;1.63;8.41;7.4;1;0;1;12;9.62;14.8;15.9
705;"Imagine";"Imagine Orange Popsicles";1843103365;0.88;12.2;9.19;0;0;30;12;11.5;12.0;9.09
706;"Imagine";"Imagine Frozen Chicken Breast";-978912401;3.46;11.0;8.0;0;1;24;9;15.6;22.0;11.7
707;"Imagine";"Imagine Frozen Pancakes";-412937311;1.87;16.7;14.7;1;1;10;8;6.58;14.9;19.3
708;"Imagine";"Imagine Low Fat French Fries";362551556;3.68;9.79;8.78;1;1;33;9;22.0;5.8;3.43
